thinkofPlayingGameDayLong,spendFreeTimeonGame,feelingofGameAddiction,playingLongerThenIntended,spendLargeTimeonGame,unableToStopPlaying,gamingToForgetRealLife,gamingToReleaseStress,gamingToFeelBetter,unableToReduceGaming,unsuccessfulInfluenceofOthers,angryIssue,stressIssue,unsocialIssue,fightIssue,breakofRelationship,tendToDeceive,sleepIssue,tendToloseHobbies,tendToNeglectImportantActivities,neckandBackPain,orthopedicIssues,eyesightIssue,hearingIssue,height,weight,tendToCocurricularActivities,tendToPresentClass,tendToPeerInterraction,cgpa,Varsity
Rarely,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Sometimes,Often,Very Often,Very Often,Very Often,Very Often,62,78,Rarely,Rarely,Rarely,2.00-2.50,UIU
Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometime,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,Rarely,69,88,Rarely,Often,Rarely,2.50-3.00,UIU
Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Very Often,Very Often,Very Often,Very Often,64,78,Rarely,Rarely,Rarely,2.00-2.50,UIU
Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very Often,Very Often,Very Often,Very Often,62,76,Rarely,Rarely,Rarely,1.50-2.00,UIU
Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Sometime,Sometimes,Very Often,Very Often,Often,Very Often,Very Often,Very Often,Very Often,63,78,Rarely,Sometimes,Rarely,2.00-2.50,UIU
Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,62,89,Never,Often,Sometimes,2.50-3.00,UIU
Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,69,77,Rarely,Very Often,Sometimes,2.50-3.00,UIU
Never,Never,Somtimes,Sometimes,Sometimes,Never,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Often,Often,64,70,Sometimes,Often,Often,3.50-4.00,DFD
Rarely,Rarely,Somtimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Rarely,Often,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Sometimes,Often,Often,Sometimes,64,64,Rarely,Sometimes,Sometimes,2.00-2.50,DFD
Very Often,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Never,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Rarely,Often,62,34,Sometimes,Sometimes,Rarely,2.50-3.00,DFD
Sometimes,Sometimes,Somtimes,Sometimes,Very Often,Sometimes,Often,Sometimes,Rarely,Often,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Rarely,68,78,Sometimes,Rarely,Sometimes,2.50-3.00,DFD
Rarely,Rarely,Often,Often,Sometimes,Rarely,Often,Sometimes,Never,Rarely,Often,Often,Rarely,Never,Rarely,Rarely,Often,Often,Rarely,Rarely,Often,Often,Rarely,Sometimes,61,106,Often,Often,Sometimes,3.50-4.00,DFD
Sometimes,Often,Somtimes,Sometimes,Often,Rarely,Sometimes,Often,Rarely,Sometimes,Rarely,Sometimes,Often,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Sometimes,56,56,Sometimes,Never,Rarely,2.00-2.50,DFD
Rarely,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,66,67,Sometimes,Often,Sometimes,2.50-3.00,DFD
Rarely,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Never,Often,Sometimes,Sometimes,Sometimes,68,78,Sometimes,Rarely,Sometimes,2.50-3.00,DFD
Sometimes,Sometimes,Often,Sometimes,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Often,Rarely,Never,Rarely,Often,Sometimes,Rarely,Rarely,Sometimes,Never,Never,64,56,Never,Often,Sometimes,2.50-3.00,DFD
Rarely,Rarely,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,Sometimes,Never,Often,Sometimes,Sometimes,Often,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,64,55,Rarely,Sometimes,Rarely,2.00-2.50,DFD
Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,71,75,Very Often,Never,Very Often,2.50-3.00,DFD
Very Often,Often,Somtimes,Very Often,Very Often,Sometimes,Often,Often,Very Often,Sometimes,Very Often,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,Sometimes,Sometimes,Very Often,Often,Very Often,Rarely,63,65,Often,Rarely,Very Often,3.50-4.00,DFD
Never,Rarely,Somtimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,61,70,Sometimes,Rarely,Often,3.00-3.50,DFD
Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Often,Never,Never,Sometimes,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,68,51,Never,Never,Never,3.50-4.00,DFD
Rarely,Rarely,Never,Rarely,Never,Often,Never,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,68,50,Sometimes,Sometimes,Often,3.00-3.50,DFD
Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,64,69,Sometimes,Never,Sometimes,3.50-4.00,DFD
Rarely,Never,Somtimes,Rarely,Often,Rarely,Often,Sometimes,Often,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Often,Rarely,65,47,Sometimes,Never,Rarely,3.00-3.50,DFD
Sometimes,Often,Very Often,Very Often,Never,Rarely,Never,Very Often,Very Often,Sometimes,Never,Sometimes,Sometimes,Often,Sometimes,Never,Never,Very Often,Often,Very Often,Rarely,Never,Sometimes,Sometimes,68,69,Rarely,Often,Sometimes,3.50-4.00,DFD
Never,Rarely,Somtimes,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,66,55,Sometimes,Rarely,Very Often,3.50-4.00,DFD
Rarely,Sometimes,Somtimes,Often,Sometimes,Often,Very Often,Very Often,Very Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Often,Rarely,Sometimes,Often,Often,70,71.4,Sometimes,Rarely,Often,3.00-3.50,DFD
Often,Rarely,Never,Often,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very Often,Never,60,50,Sometimes,Often,Sometimes,3.00-3.50,DFD
Never,Very Often,Somtimes,Rarely,Rarely,Very Often,Never,Very Often,Very Often,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,71,78,Rarely,Sometimes,Never,3.00-3.50,DFD
Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Rarely,Very Often,Often,Sometimes,Rarely,Often,Often,Rarely,Often,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,71,60,Often,Rarely,Often,3.00-3.50,DFD
Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,68,62,Never,Sometimes,Never,3.00-3.50,DFD
Sometimes,Often,Somtimes,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometime,Sometimes,Very Often,Sometimes,Sometimes,Often,Often,Very Often,Often,63,72,Never,Sometimes,Rarely,3.00-3.50,DFD
Often,Very Often,Often,Sometimes,Often,Very Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometime,Sometimes,Very Often,Often,Sometimes,Often,Often,Very Often,Very Often,65,69,Never,Often,Sometimes,2.50-3.00,DFD
Sometimes,Often,Often,Sometimes,Very Often,Rarely,Often,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Very Often,Very Often,Rarely,Often,Often,Sometimes,73,85,Rarely,Very Often,Sometimes,2.50-3.00,DFD
Sometimes,Sometimes,Somtimes,Never,Never,Sometimes,Often,Very Often,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Often,Never,60,65,Rarely,Very Often,Often,2.50-3.00,DFD
Never,Rarely,Never,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Never,Very Often,Sometimes,Often,Sometime,Never,Never,Sometimes,Very Often,Sometimes,Often,Sometimes,Often,73,81,Often,Sometimes,Often,2.50-3.00,DFD
Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,68,82,Sometimes,Rarely,Never,3.00-3.50,DFD
Often,Very Often,Somtimes,Often,Sometimes,Often,Very Often,Often,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometime,Often,Very Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,66,68,Rarely,Sometimes,Sometimes,2.50-3.00,DFD
Often,Sometimes,Never,Never,Never,Often,Never,Sometimes,Very Often,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,66,85,Sometimes,Often,Very Often,2.50-3.00,DFD
Rarely,Often,Never,Sometimes,Rarely,Never,Never,Very Often,Very Often,Rarely,Often,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Often,Never,Never,Never,71,78,Very Often,Never,Often,3.50-4.00,DFD
Never,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Sometime,Sometimes,Often,Often,Often,Rarely,Sometimes,Often,Often,64,52,Sometimes,Never,Often,3.50-4.00,DFD
Often,Rarely,Often,Sometimes,Never,Often,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,68,56,Often,Rarely,Never,2.50-3.00,DFD
Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,68,56,Sometimes,Never,Never,2.50-3.00,DFD
Often,Very Often,Somtimes,Sometimes,Often,Sometimes,Very Often,Very Often,Very Often,Often,Very Often,Sometimes,Often,Often,Often,Sometime,Sometimes,Very Often,Often,Very Often,Very Often,Sometimes,Very Often,Very Often,61,73,Never,Often,Rarely,2.00-2.50,DFD
Very Often,Often,Often,Often,Sometimes,Very Often,Very Often,Very Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometime,Often,Very Often,Often,Often,Very Often,Often,Very Often,Very Often,62,76,Never,Often,Rarely,2.00-2.50,DFD
Sometimes,Often,Often,Often,Rarely,Very Often,Sometimes,Never,Never,Often,Rarely,Rarely,Never,Rarely,Rarely,Sometime,Sometimes,Sometimes,Sometimes,Never,Never,Often,Very Often,Rarely,72,200,Rarely,Very Often,Very Often,3.50-4.00,DFD
Rarely,Very Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Often,Very Often,Sometimes,Rarely,Often,Often,Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Never,Very Often,Often,Sometimes,Rarely,56,98,Often,Very Often,Often,3.50-4.00,DFD
Sometimes,Often,Very Often,Very Often,Very Often,Very Often,Very Often,Often,Often,Often,Very Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Very Often,Very Often,Very Often,72,110,Sometimes,Very Often,Very Often,2.50-3.00,DFD
Sometimes,Never,Rarely,Often,Very Often,Often,Often,Often,Rarely,Rarely,Sometimes,Never,Sometimes,Very Often,Often,Never,Rarely,Sometimes,Never,Never,Often,Very Often,Sometimes,Very Often,58,50,Sometimes,Very Often,Very Often,3.50-4.00,DFD
Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Often,Never,Rarely,Never,Rarely,Rarely,Never,69,52,Never,Rarely,Rarely,2.50-3.00,DFD
Very Often,Never,Very Often,Very Often,Very Often,Often,Often,Never,Sometimes,Very Often,Very Often,Often,Often,Very Often,Very Often,Very Often,Very Often,Very Often,Never,Sometimes,Often,Very Often,Very Often,Never,72,98,Very Often,Very Often,Very Often,3.50-4.00,DFD
Very Often,Often,Somtimes,Very Often,Sometimes,Never,Rarely,Never,Very Often,Often,Often,Rarely,Rarely,Rarely,Often,Often,Very Often,Very Often,Sometimes,Rarely,Often,Often,Never,Sometimes,62,103,Very Often,Very Often,Very Often,2.00-2.50,DFD
Sometimes,Very Often,Very Often,Often,Sometimes,Often,Very Often,Rarely,Often,Often,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Very Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Very Often,71,79,Very Often,Very Often,Very Often,3.00-3.50,DFD
Never,Very Often,Often,Rarely,Often,Often,Rarely,Never,Rarely,Rarely,Very Often,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Sometimes,Very Often,Very Often,Often,Sometimes,72,78,Often,Sometimes,Very Often,3.50-4.00,DFD
Rarely,Often,Often,Sometimes,Rarely,Rarely,Never,Very Often,Very Often,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Never,63,52,Often,Rarely,Often,2.50-3.00,DFD
Sometimes,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes,Often,Very Often,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,66,51,Very Often,Sometimes,Very Often,3.00-3.50,DFD
Rarely,Very Often,Very Often,Often,Often,Often,Often,Very Often,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Rarely,Never,71,75,Often,Rarely,Very Often,2.50-3.00,DFD
Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,61,69,Never,Never,Never,3.50-4.00,DFD
Sometimes,Often,Very Often,Often,Sometimes,Sometimes,Often,Often,Very Often,Often,Sometimes,Often,Sometimes,Rarely,Rarely,Rarely,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,65,42,Often,Rarely,Sometimes,2.50-3.00,DFD
Sometimes,Rarely,Somtimes,Often,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,69,83,Sometimes,Sometimes,Sometimes,3.00-3.50,DFD
Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Rarely,Often,Rarely,Rarely,Rarely,Never,Rarely,Rarely,70,50,Sometimes,Rarely,Rarely,3.00-3.50,DFD
Rarely,Sometimes,Somtimes,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,60,54,Rarely,Never,Never,2.50-3.00,DFD
Rarely,Rarely,Somtimes,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,57,45,Very Often,Never,Very Often,3.00-3.50,DFD
Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,71,87,Often,Sometimes,Often,3.00-3.50,DFD
Sometimes,Often,Very Often,Often,Often,Sometimes,Sometimes,Very Often,Very Often,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Often,Rarely,Never,65,63,Sometimes,Sometimes,Sometimes,2.50-3.00,DFD
Very Often,Sometimes,Somtimes,Often,Sometimes,Sometimes,Often,Very Often,Very Often,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Rarely,Often,Rarely,Rarely,Never,Rarely,Never,61,69,Sometimes,Rarely,Often,3.00-3.50,DFD
Rarely,Often,Somtimes,Often,Sometimes,Very Often,Often,Sometimes,Sometimes,Often,Often,Rarely,Often,Rarely,Never,Never,Never,Never,Never,Never,Often,Sometimes,Rarely,Rarely,63,56,Very Often,Often,Often,3.00-3.50,DFD
Very Often,Often,Never,Sometimes,Sometimes,Often,Sometimes,Very Often,Very Often,Rarely,Sometimes,Very Often,Often,Never,Never,Never,Never,Sometimes,Very Often,Never,Sometimes,Never,Rarely,Never,63,49,Often,Never,Very Often,3.00-3.50,DFD
Never,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Never,61,62,Sometimes,Rarely,Sometimes,2.50-3.00,DFD
Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometime,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,71,82,Never,Rarely,Sometimes,2.50-3.00,DFD
Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,67,61,Often,Never,Often,3.50-4.00,DFD
Rarely,Sometimes,Somtimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometime,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,66,66,Never,Sometimes,Rarely,2.50-3.00,DFD
Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,70,58,Often,Often,Often,3.00-3.50,DFD
Often,Often,Somtimes,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Often,Often,Sometimes,Rarely,Sometimes,Often,68,77,Never,Often,Never,2.50-3.00,DFD
Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Often,Often,Rarely,Rarely,65,67,Never,Sometimes,Never,2.50-3.00,DFD
Rarely,Sometimes,Never,Never,Rarely,Very Often,Never,Never,Rarely,Rarely,Rarely,Never,Often,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,70,83,Never,Never,Very Often,3.50-4.00,DFD
Rarely,Rarely,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Sometime,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Never,Sometimes,63,72,Never,Rarely,Very Often,3.00-3.50,DFD
Sometimes,Sometimes,Somtimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,68,84,Sometimes,Never,Very Often,2.50-3.00,DFD
Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,67,84,Rarely,Rarely,Sometimes,3.00-3.50,DFD
Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometime,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Never,Rarely,63,92,Never,Rarely,Rarely,3.00-3.50,DFD
Never,Often,Somtimes,Sometimes,Sometimes,Very Often,Very Often,Sometimes,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Often,Never,Very Often,Very Often,Very Often,Never,Very Often,Very Often,Sometimes,Very Often,61,76,Sometimes,Sometimes,Rarely,3.00-3.50,DFD
Sometimes,Rarely,Rarely,Often,Very Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,67,86,Rarely,Never,Often,3.00-3.50,DFD
Never,Sometimes,Somtimes,Sometimes,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Often,Rarely,Sometimes,Sometimes,Rarely,Sometime,Sometimes,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,63,75,Sometimes,Rarely,Rarely,3.00-3.50,DFD
Very Often,Very Often,Never,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,Sometimes,Rarely,Rarely,Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very Often,Never,64,80,Rarely,Often,Sometimes,3.00-3.50,DFD
Sometimes,Rarely,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,65,63,Often,Never,Rarely,3.00-3.50,DFD
Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Never,60,55,Never,Never,Rarely,2.50-3.00,DFD
Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,65,60,Often,Often,Often,3.50-4.00,DFD
Often,Often,Very Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Rarely,Never,Sometimes,Sometimes,Often,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,68,80,Rarely,Rarely,Sometimes,3.00-3.50,DFD
Often,Often,Somtimes,Sometimes,Rarely,Rarely,Very Often,Sometimes,Often,Sometimes,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Sometimes,Never,68,55,Often,Rarely,Very Often,2.50-3.00,DFD
Rarely,Very Often,Rarely,Very Often,Very Often,Rarely,Rarely,Rarely,Very Often,Rarely,Very Often,Never,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Never,62,64,Sometimes,Never,Often,3.50-4.00,DFD
Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Often,Rarely,Very Often,Rarely,Rarely,Sometimes,Often,Rarely,64,64,Sometimes,Sometimes,Often,3.00-3.50,DFD
